i,t,a,x,rc
513,28,0,1,56
513,29,0,2,51.5
513,30,0,3,44.5
513,31,1,4,41.5
513,32,0,1,54
513,33,0,2,50.5
513,34,0,3,46
513,35,0,4,46
513,36,1,5,38
513,37,0,1,39
513,38,0,2,39
513,39,0,3,35
513,40,1,4,36.5
513,41,0,1,39.5
513,42,0,2,46.5
513,43,0,3,47.5
513,44,0,4,47.5
513,45,0,5,52.5
513,46,0,6,50
513,47,1,7,48
513,48,0,1,50.5
513,49,0,2,52
513,50,0,3,46.5
513,51,0,4,47.5
513,52,1,5,40
513,53,0,1,43
513,54,0,2,47
513,55,0,3,44
513,56,0,4,49
513,57,0,5,57.5
513,58,1,6,51.5
513,59,0,1,46.5
513,60,0,2,50
513,61,0,3,44
513,62,0,4,53
513,63,1,5,50.5
513,64,0,1,48
513,65,0,2,51
513,66,0,3,50.5
513,67,1,4,51
513,68,0,1,62.5
513,69,0,2,58
513,70,0,3,62
513,71,1,4,53
513,72,0,1,52.5
513,73,0,2,55.5
513,74,0,3,48
513,75,0,4,45.5
513,76,0,5,45
513,77,0,6,50
513,78,0,7,47
513,79,0,7,50
513,80,0,7,41.5
513,81,0,7,50
513,82,1,7,43.5
513,83,0,1,36.5
513,84,0,2,46.5
513,85,0,3,49.5
513,86,0,4,50
513,87,0,5,47.5
513,88,1,6,43
513,89,0,1,48.5
513,90,0,2,52
513,91,0,3,58.5
513,92,0,4,54.5
513,93,0,5,54
513,94,0,6,47
513,95,1,7,45.5
513,96,0,1,42.5
513,97,0,2,50.5
513,98,0,3,43.5
513,99,0,4,44.5
513,100,0,5,46
514,1,0,1,45
514,2,0,2,49
514,3,0,3,54
514,4,0,4,47
514,5,0,5,56
514,6,0,6,52.5
514,7,0,7,55
514,8,1,7,50.5
514,9,0,1,52
514,10,1,2,42
514,11,0,1,31.5
514,12,0,2,39.5
514,13,0,3,40.5
514,14,1,4,39.5
514,15,0,1,42
514,16,0,2,41.5
514,17,0,3,40
514,18,1,4,35
514,19,0,1,40
514,20,0,2,44
514,21,0,3,45
514,22,1,4,50.5
514,23,0,1,46.5
514,24,0,2,52
514,25,1,3,50
514,26,0,1,48
514,27,0,2,54
514,28,0,3,56
514,29,0,4,51.5
514,30,0,5,44.5
514,31,0,6,41.5
514,32,0,7,54
514,33,0,7,50.5
514,34,0,7,46
514,35,0,7,46
514,36,1,7,38
514,37,0,1,39
514,38,0,2,39
514,39,0,3,35
514,40,0,4,36.5
514,41,0,5,39.5
514,42,0,6,46.5
514,43,0,7,47.5
514,44,1,7,47.5
514,45,0,1,52.5
514,46,0,2,50
514,47,0,3,48
514,48,0,4,50.5
514,49,1,5,52
514,50,0,1,46.5
514,51,0,2,47.5
514,52,1,3,40
514,53,0,1,43
514,54,0,2,47
514,55,0,3,44
514,56,0,4,49
514,57,0,5,57.5
514,58,1,6,51.5
514,59,0,1,46.5
514,60,0,2,50
514,61,1,3,44
514,62,0,1,53
514,63,0,2,50.5
514,64,0,3,48
514,65,0,4,51
514,66,1,5,50.5
514,67,0,1,51
514,68,0,2,62.5
514,69,0,3,58
514,70,0,4,62
514,71,0,5,53
514,72,0,6,52.5
514,73,1,7,55.5
514,74,0,1,48
514,75,1,2,45.5
514,76,0,1,45
514,77,0,2,50
514,78,0,3,47
514,79,0,4,50
514,80,0,5,41.5
514,81,0,6,50
514,82,1,7,43.5
514,83,0,1,36.5
514,84,0,2,46.5
514,85,0,3,49.5
514,86,0,4,50
514,87,0,5,47.5
514,88,0,6,43
514,89,1,7,48.5
514,90,0,1,52
514,91,0,2,58.5
514,92,0,3,54.5
514,93,0,4,54
514,94,1,5,47
514,95,0,1,45.5
514,96,0,2,42.5
514,97,0,3,50.5
514,98,0,4,43.5
514,99,1,5,44.5
514,100,0,1,46
515,1,0,2,45
515,2,0,3,49
515,3,0,4,54
515,4,1,5,47
515,5,0,1,56
515,6,0,2,52.5
515,7,0,3,55
515,8,0,4,50.5
515,9,0,5,52
515,10,0,6,42
515,11,1,7,31.5
515,12,0,1,39.5
515,13,0,2,40.5
515,14,0,3,39.5
515,15,0,4,42
515,16,1,5,41.5
515,17,0,1,40
515,18,0,2,35
515,19,0,3,40
515,20,0,4,44
515,21,0,5,45
515,22,1,6,50.5
515,23,0,1,46.5
515,24,0,2,52
515,25,0,3,50
515,26,0,4,48
515,27,0,5,54
515,28,1,6,56
515,29,0,1,51.5
515,30,0,2,44.5
515,31,0,3,41.5
515,32,0,4,54
515,33,0,5,50.5
515,34,1,6,46
515,35,0,1,46
515,36,0,2,38
515,37,1,3,39
515,38,0,1,39
515,39,0,2,35
515,40,0,3,36.5
515,41,1,4,39.5
515,42,0,1,46.5
515,43,0,2,47.5
515,44,0,3,47.5
515,45,0,4,52.5
515,46,0,5,50
515,47,0,6,48
515,48,0,7,50.5
515,49,0,7,52
515,50,1,7,46.5
515,51,0,1,47.5
515,52,0,2,40
515,53,0,3,43
515,54,0,4,47
515,55,0,5,44
515,56,1,6,49
515,57,0,1,57.5
515,58,0,2,51.5
515,59,0,3,46.5
515,60,0,4,50
515,61,1,5,44
515,62,0,1,53
515,63,0,2,50.5
515,64,0,3,48
515,65,0,4,51
515,66,0,5,50.5
515,67,0,6,51
515,68,0,7,62.5
515,69,0,7,58
515,70,0,7,62
515,71,0,7,53
515,72,0,7,52.5
515,73,0,7,55.5
515,74,1,7,48
515,75,0,1,45.5
515,76,0,2,45
515,77,0,3,50
515,78,0,4,47
515,79,0,5,50
515,80,1,6,41.5
515,81,0,1,50
515,82,0,2,43.5
515,83,0,3,36.5
515,84,0,4,46.5
515,85,1,5,49.5
515,86,0,1,50
515,87,0,2,47.5
515,88,0,3,43
515,89,0,4,48.5
515,90,1,5,52
515,91,0,1,58.5
515,92,0,2,54.5
515,93,0,3,54
515,94,0,4,47
515,95,0,5,45.5
515,96,1,6,42.5
515,97,0,1,50.5
515,98,0,2,43.5
515,99,0,3,44.5
515,100,0,4,46
516,1,0,1,45
516,2,0,2,49
516,3,0,3,54
516,4,0,4,47
516,5,0,5,56
516,6,0,6,52.5
516,7,1,7,55
516,8,0,1,50.5
516,9,0,2,52
516,10,0,3,42
516,11,1,4,31.5
516,12,0,1,39.5
516,13,0,2,40.5
516,14,0,3,39.5
516,15,0,4,42
516,16,1,5,41.5
516,17,0,1,40
516,18,0,2,35
516,19,0,3,40
516,20,0,4,44
516,21,0,5,45
516,22,1,6,50.5
516,23,0,1,46.5
516,24,0,2,52
516,25,0,3,50
516,26,1,4,48
516,27,0,1,54
516,28,0,2,56
516,29,1,3,51.5
516,30,0,1,44.5
516,31,0,2,41.5
516,32,0,3,54
516,33,0,4,50.5
516,34,0,5,46
516,35,0,6,46
516,36,1,7,38
516,37,0,1,39
516,38,0,2,39
516,39,0,3,35
516,40,0,4,36.5
516,41,1,5,39.5
516,42,0,1,46.5
516,43,0,2,47.5
516,44,0,3,47.5
516,45,0,4,52.5
516,46,1,5,50
516,47,0,1,48
516,48,0,2,50.5
516,49,0,3,52
516,50,0,4,46.5
516,51,0,5,47.5
516,52,1,6,40
516,53,0,1,43
516,54,0,2,47
516,55,0,3,44
516,56,0,4,49
516,57,0,5,57.5
516,58,0,6,51.5
516,59,0,7,46.5
516,60,0,7,50
516,61,0,7,44
516,62,1,7,53
516,63,0,1,50.5
516,64,0,2,48
516,65,0,3,51
516,66,0,4,50.5
516,67,0,5,51
516,68,0,6,62.5
516,69,0,7,58
516,70,0,7,62
516,71,1,7,53
516,72,0,1,52.5
516,73,0,2,55.5
516,74,0,3,48
516,75,0,4,45.5
516,76,1,5,45
516,77,0,1,50
516,78,0,2,47
516,79,0,3,50
516,80,0,4,41.5
516,81,0,5,50
516,82,1,6,43.5
516,83,0,1,36.5
516,84,0,2,46.5
516,85,0,3,49.5
516,86,0,4,50
516,87,0,5,47.5
516,88,1,6,43
516,89,0,1,48.5
516,90,0,2,52
516,91,0,3,58.5
516,92,0,4,54.5
516,93,0,5,54
516,94,0,6,47
516,95,1,7,45.5
516,96,0,1,42.5
516,97,0,2,50.5
516,98,0,3,43.5
516,99,0,4,44.5
516,100,0,5,46
517,1,0,3,45
517,2,0,4,49
517,3,0,5,54
517,4,0,6,47
517,5,0,7,56
517,6,0,7,52.5
517,7,0,7,55
517,8,0,7,50.5
517,9,0,7,52
517,10,1,7,42
517,11,0,1,31.5
517,12,0,2,39.5
517,13,0,3,40.5
517,14,0,4,39.5
517,15,1,5,42
517,16,0,1,41.5
517,17,0,2,40
517,18,0,3,35
517,19,0,4,40
517,20,1,5,44
517,21,0,1,45
517,22,0,2,50.5
517,23,0,3,46.5
517,24,1,4,52
517,25,0,1,50
517,26,0,2,48
517,27,0,3,54
517,28,0,4,56
517,29,0,5,51.5
517,30,0,6,44.5
517,31,1,7,41.5
517,32,0,1,54
517,33,0,2,50.5
517,34,0,3,46
517,35,0,4,46
517,36,1,5,38
517,37,0,1,39
517,38,0,2,39
517,39,1,3,35
517,40,0,1,36.5
517,41,0,2,39.5
517,42,0,3,46.5
517,43,0,4,47.5
517,44,0,5,47.5
517,45,0,6,52.5
517,46,0,7,50
517,47,1,7,48
517,48,0,1,50.5
517,49,0,2,52
517,50,0,3,46.5
517,51,1,4,47.5
517,52,0,1,40
517,53,0,2,43
517,54,1,3,47
517,55,0,1,44
517,56,0,2,49
517,57,0,3,57.5
517,58,0,4,51.5
517,59,0,5,46.5
517,60,1,6,50
517,61,0,1,44
517,62,0,2,53
517,63,0,3,50.5
517,64,0,4,48
517,65,0,5,51
517,66,0,6,50.5
517,67,0,7,51
517,68,1,7,62.5
517,69,0,1,58
517,70,0,2,62
517,71,0,3,53
517,72,0,4,52.5
517,73,0,5,55.5
517,74,0,6,48
517,75,0,7,45.5
517,76,1,7,45
517,77,0,1,50
517,78,0,2,47
517,79,0,3,50
517,80,0,4,41.5
517,81,0,5,50
517,82,1,6,43.5
517,83,0,1,36.5
517,84,0,2,46.5
517,85,0,3,49.5
517,86,0,4,50
517,87,0,5,47.5
517,88,1,6,43
517,89,0,1,48.5
517,90,0,2,52
517,91,0,3,58.5
517,92,0,4,54.5
517,93,0,5,54
517,94,0,6,47
517,95,1,7,45.5
517,96,0,1,42.5
517,97,0,2,50.5
517,98,0,3,43.5
517,99,1,4,44.5
517,100,0,1,46
518,1,0,3,45
518,2,0,4,49
518,3,0,5,54
518,4,1,6,47
518,5,0,1,56
518,6,0,2,52.5
518,7,0,3,55
518,8,1,4,50.5
518,9,0,1,52
518,10,0,2,42
518,11,0,3,31.5
518,12,1,4,39.5
518,13,0,1,40.5
518,14,0,2,39.5
518,15,0,3,42
518,16,0,4,41.5
518,17,0,5,40
518,18,1,6,35
518,19,0,1,40
518,20,0,2,44
518,21,0,3,45
518,22,0,4,50.5
518,23,1,5,46.5
518,24,0,1,52
518,25,0,2,50
518,26,0,3,48
518,27,0,4,54
518,28,0,5,56
518,29,0,6,51.5
518,30,1,7,44.5
518,31,0,1,41.5
518,32,0,2,54
518,33,0,3,50.5
518,34,0,4,46
518,35,0,5,46
518,36,0,6,38
518,37,1,7,39
518,38,0,1,39
518,39,0,2,35
518,40,0,3,36.5
518,41,0,4,39.5
518,42,0,5,46.5
518,43,0,6,47.5
518,44,1,7,47.5
518,45,0,1,52.5
518,46,0,2,50
518,47,0,3,48
518,48,0,4,50.5
518,49,1,5,52
518,50,0,1,46.5
518,51,0,2,47.5
518,52,0,3,40
518,53,0,4,43
518,54,1,5,47
518,55,0,1,44
518,56,0,2,49
518,57,0,3,57.5
518,58,0,4,51.5
518,59,0,5,46.5
518,60,0,6,50
518,61,0,7,44
518,62,0,7,53
518,63,1,7,50.5
518,64,0,1,48
518,65,0,2,51
518,66,0,3,50.5
518,67,0,4,51
518,68,0,5,62.5
518,69,1,6,58
518,70,0,1,62
518,71,0,2,53
518,72,0,3,52.5
518,73,0,4,55.5
518,74,0,5,48
518,75,1,6,45.5
518,76,0,1,45
518,77,0,2,50
518,78,0,3,47
518,79,0,4,50
518,80,0,5,41.5
518,81,0,6,50
518,82,0,7,43.5
518,83,1,7,36.5
518,84,0,1,46.5
518,85,0,2,49.5
518,86,0,3,50
518,87,0,4,47.5
518,88,1,5,43
518,89,0,1,48.5
518,90,0,2,52
518,91,0,3,58.5
518,92,0,4,54.5
518,93,0,5,54
518,94,1,6,47
518,95,0,1,45.5
518,96,0,2,42.5
518,97,0,3,50.5
518,98,1,4,43.5
518,99,0,1,44.5
518,100,0,2,46
519,1,0,5,45
519,2,1,6,49
519,3,0,1,54
519,4,0,2,47
519,5,0,3,56
519,6,0,4,52.5
519,7,0,5,55
519,8,0,6,50.5
519,9,0,7,52
519,10,1,7,42
519,11,0,1,31.5
519,12,0,2,39.5
519,13,0,3,40.5
519,14,0,4,39.5
519,15,0,5,42
519,16,1,6,41.5
519,17,0,1,40
519,18,0,2,35
519,19,0,3,40
519,20,0,4,44
519,21,0,5,45
519,22,0,6,50.5
519,23,1,7,46.5
519,24,0,1,52
519,25,0,2,50
519,26,0,3,48
519,27,0,4,54
519,28,0,5,56
519,29,1,6,51.5
519,30,0,1,44.5
519,31,0,2,41.5
519,32,0,3,54
519,33,0,4,50.5
519,34,0,5,46
519,35,0,6,46
519,36,1,7,38
519,37,0,1,39
519,38,0,2,39
519,39,0,3,35
519,40,0,4,36.5
519,41,0,5,39.5
519,42,0,6,46.5
519,43,0,7,47.5
519,44,1,7,47.5
519,45,0,1,52.5
519,46,0,2,50
519,47,0,3,48
519,48,0,4,50.5
519,49,1,5,52
519,50,0,1,46.5
519,51,0,2,47.5
519,52,0,3,40
519,53,0,4,43
519,54,0,5,47
519,55,0,6,44
519,56,1,7,49
519,57,0,1,57.5
519,58,0,2,51.5
519,59,0,3,46.5
519,60,0,4,50
519,61,1,5,44
519,62,0,1,53
519,63,0,2,50.5
519,64,0,3,48
519,65,1,4,51
519,66,0,1,50.5
519,67,0,2,51
519,68,0,3,62.5
519,69,0,4,58
519,70,0,5,62
519,71,0,6,53
519,72,1,7,52.5
519,73,0,1,55.5
519,74,0,2,48
519,75,0,3,45.5
519,76,0,4,45
519,77,0,5,50
519,78,1,6,47
519,79,0,1,50
519,80,0,2,41.5
519,81,0,3,50
519,82,0,4,43.5
519,83,0,5,36.5
519,84,1,6,46.5
519,85,0,1,49.5
519,86,0,2,50
519,87,0,3,47.5
519,88,0,4,43
519,89,0,5,48.5
519,90,0,6,52
519,91,0,7,58.5
519,92,0,7,54.5
519,93,0,7,54
519,94,1,7,47
519,95,0,1,45.5
519,96,0,2,42.5
519,97,0,3,50.5
519,98,1,4,43.5
519,99,0,1,44.5
519,100,0,2,46
520,1,0,1,45
520,2,0,2,49
520,3,0,3,54
520,4,0,4,47
520,5,0,5,56
520,6,1,6,52.5
520,7,0,1,55
520,8,0,2,50.5
520,9,0,3,52
520,10,0,4,42
520,11,0,5,31.5
520,12,0,6,39.5
520,13,1,7,40.5
520,14,0,1,39.5
520,15,0,2,42
520,16,0,3,41.5
520,17,0,4,40
520,18,1,5,35
520,19,0,1,40
520,20,0,2,44
520,21,0,3,45
520,22,0,4,50.5
520,23,0,5,46.5
520,24,0,6,52
520,25,0,7,50
520,26,0,7,48
520,27,0,7,54
520,28,1,7,56
520,29,0,1,51.5
520,30,0,2,44.5
520,31,0,3,41.5
520,32,0,4,54
520,33,0,5,50.5
520,34,0,6,46
520,35,1,7,46
520,36,0,1,38
520,37,0,2,39
520,38,0,3,39
520,39,0,4,35
520,40,1,5,36.5
520,41,0,1,39.5
520,42,0,2,46.5
520,43,0,3,47.5
520,44,0,4,47.5
520,45,0,5,52.5
520,46,0,6,50
520,47,1,7,48
520,48,0,1,50.5
520,49,0,2,52
520,50,0,3,46.5
520,51,0,4,47.5
520,52,0,5,40
520,53,0,6,43
520,54,1,7,47
520,55,0,1,44
520,56,0,2,49
520,57,0,3,57.5
520,58,0,4,51.5
520,59,0,5,46.5
520,60,0,6,50
520,61,1,7,44
520,62,0,1,53
520,63,0,2,50.5
520,64,0,3,48
520,65,0,4,51
520,66,0,5,50.5
520,67,0,6,51
520,68,1,7,62.5
520,69,0,1,58
520,70,0,2,62
520,71,0,3,53
520,72,0,4,52.5
520,73,1,5,55.5
520,74,0,1,48
520,75,0,2,45.5
520,76,0,3,45
520,77,0,4,50
520,78,0,5,47
520,79,0,6,50
520,80,0,7,41.5
520,81,0,7,50
520,82,1,7,43.5
520,83,0,1,36.5
520,84,0,2,46.5
520,85,0,3,49.5
520,86,0,4,50
520,87,1,5,47.5
520,88,0,1,43
520,89,0,2,48.5
520,90,0,3,52
520,91,0,4,58.5
520,92,1,5,54.5
520,93,0,1,54
520,94,0,2,47
520,95,0,3,45.5
520,96,0,4,42.5
520,97,0,5,50.5
520,98,1,6,43.5
520,99,0,1,44.5
520,100,0,2,46
521,1,0,6,45
521,2,1,7,49
521,3,0,1,54
521,4,0,2,47
521,5,0,3,56
521,6,0,4,52.5
521,7,0,5,55
521,8,0,6,50.5
521,9,1,7,52
521,10,0,1,42
521,11,0,2,31.5
521,12,0,3,39.5
521,13,0,4,40.5
521,14,0,5,39.5
521,15,0,6,42
521,16,0,7,41.5
521,17,1,7,40
521,18,0,1,35
521,19,0,2,40
521,20,0,3,44
521,21,1,4,45
521,22,0,1,50.5
521,23,0,2,46.5
521,24,0,3,52
521,25,0,4,50
521,26,0,5,48
521,27,0,6,54
521,28,0,7,56
521,29,0,7,51.5
521,30,1,7,44.5
521,31,0,1,41.5
521,32,0,2,54
521,33,0,3,50.5
521,34,0,4,46
521,35,0,5,46
521,36,0,6,38
521,37,1,7,39
521,38,0,1,39
521,39,0,2,35
521,40,1,3,36.5
521,41,0,1,39.5
521,42,0,2,46.5
521,43,0,3,47.5
521,44,0,4,47.5
521,45,0,5,52.5
521,46,1,6,50
521,47,0,1,48
521,48,0,2,50.5
521,49,0,3,52
521,50,0,4,46.5
521,51,0,5,47.5
521,52,0,6,40
521,53,1,7,43
521,54,0,1,47
521,55,0,2,44
521,56,1,3,49
521,57,0,1,57.5
521,58,0,2,51.5
521,59,0,3,46.5
521,60,1,4,50
521,61,0,1,44
521,62,0,2,53
521,63,1,3,50.5
521,64,0,1,48
521,65,0,2,51
521,66,0,3,50.5
521,67,0,4,51
521,68,0,5,62.5
521,69,0,6,58
521,70,0,7,62
521,71,0,7,53
521,72,1,7,52.5
521,73,0,1,55.5
521,74,0,2,48
521,75,0,3,45.5
521,76,0,4,45
521,77,0,5,50
521,78,0,6,47
521,79,1,7,50
521,80,0,1,41.5
521,81,0,2,50
521,82,0,3,43.5
521,83,0,4,36.5
521,84,0,5,46.5
521,85,0,6,49.5
521,86,1,7,50
521,87,0,1,47.5
521,88,0,2,43
521,89,0,3,48.5
521,90,0,4,52
521,91,0,5,58.5
521,92,1,6,54.5
521,93,0,1,54
521,94,0,2,47
521,95,0,3,45.5
521,96,0,4,42.5
521,97,0,5,50.5
521,98,1,6,43.5
521,99,0,1,44.5
521,100,0,2,46
522,1,0,2,45
522,2,0,3,49
522,3,0,4,54
522,4,0,5,47
522,5,0,6,56
522,6,1,7,52.5
522,7,0,1,55
522,8,0,2,50.5
522,9,0,3,52
522,10,1,4,42
522,11,0,1,31.5
522,12,0,2,39.5
522,13,0,3,40.5
522,14,1,4,39.5
522,15,0,1,42
522,16,0,2,41.5
522,17,0,3,40
522,18,0,4,35
522,19,0,5,40
522,20,1,6,44
522,21,0,1,45
522,22,0,2,50.5
522,23,1,3,46.5
522,24,0,1,52
522,25,0,2,50
522,26,0,3,48
522,27,0,4,54
522,28,0,5,56
522,29,1,6,51.5
522,30,0,1,44.5
522,31,0,2,41.5
522,32,0,3,54
522,33,0,4,50.5
522,34,0,5,46
522,35,1,6,46
522,36,0,1,38
522,37,0,2,39
522,38,0,3,39
522,39,0,4,35
522,40,1,5,36.5
522,41,0,1,39.5
522,42,0,2,46.5
522,43,0,3,47.5
522,44,1,4,47.5
522,45,0,1,52.5
522,46,0,2,50
522,47,0,3,48
522,48,0,4,50.5
522,49,0,5,52
522,50,1,6,46.5
522,51,0,1,47.5
522,52,0,2,40
522,53,0,3,43
522,54,0,4,47
522,55,1,5,44
522,56,0,1,49
522,57,0,2,57.5
522,58,0,3,51.5
522,59,0,4,46.5
522,60,0,5,50
522,61,0,6,44
522,62,0,7,53
522,63,1,7,50.5
522,64,0,1,48
522,65,0,2,51
522,66,0,3,50.5
522,67,0,4,51
522,68,0,5,62.5
522,69,0,6,58
522,70,0,7,62
522,71,0,7,53
522,72,0,7,52.5
522,73,1,7,55.5
522,74,0,1,48
522,75,0,2,45.5
522,76,1,3,45
522,77,0,1,50
522,78,0,2,47
522,79,0,3,50
522,80,1,4,41.5
522,81,0,1,50
522,82,0,2,43.5
522,83,0,3,36.5
522,84,0,4,46.5
522,85,0,5,49.5
522,86,0,6,50
522,87,1,7,47.5
522,88,0,1,43
522,89,0,2,48.5
522,90,0,3,52
522,91,0,4,58.5
522,92,0,5,54.5
522,93,1,6,54
522,94,0,1,47
522,95,0,2,45.5
522,96,0,3,42.5
522,97,0,4,50.5
522,98,0,5,43.5
522,99,0,6,44.5
522,100,0,7,46
523,1,0,1,45
523,2,0,2,49
523,3,0,3,54
523,4,1,4,47
523,5,0,1,56
523,6,0,2,52.5
523,7,0,3,55
523,8,1,4,50.5
523,9,0,1,52
523,10,0,2,42
523,11,1,3,31.5
523,12,0,1,39.5
523,13,0,2,40.5
523,14,0,3,39.5
523,15,1,4,42
523,16,0,1,41.5
523,17,0,2,40
523,18,0,3,35
523,19,1,4,40
523,20,0,1,44
523,21,0,2,45
523,22,1,3,50.5
523,23,0,1,46.5
523,24,0,2,52
523,25,0,3,50
523,26,0,4,48
523,27,0,5,54
523,28,1,6,56
523,29,0,1,51.5
523,30,0,2,44.5
523,31,0,3,41.5
523,32,0,4,54
523,33,1,5,50.5
523,34,0,1,46
523,35,0,2,46
523,36,1,3,38
523,37,0,1,39
523,38,0,2,39
523,39,0,3,35
523,40,0,4,36.5
523,41,1,5,39.5
523,42,0,1,46.5
523,43,0,2,47.5
523,44,0,3,47.5
523,45,0,4,52.5
523,46,1,5,50
523,47,0,1,48
523,48,0,2,50.5
523,49,0,3,52
523,50,1,4,46.5
523,51,0,1,47.5
523,52,0,2,40
523,53,0,3,43
523,54,1,4,47
523,55,0,1,44
523,56,0,2,49
523,57,0,3,57.5
523,58,0,4,51.5
523,59,1,5,46.5
523,60,0,1,50
523,61,0,2,44
523,62,0,3,53
523,63,0,4,50.5
523,64,0,5,48
523,65,0,6,51
523,66,0,7,50.5
523,67,0,7,51
523,68,0,7,62.5
523,69,0,7,58
523,70,1,7,62
523,71,0,1,53
523,72,0,2,52.5
523,73,0,3,55.5
523,74,1,4,48
523,75,0,1,45.5
523,76,0,2,45
523,77,0,3,50
523,78,0,4,47
523,79,0,5,50
523,80,0,6,41.5
523,81,0,7,50
523,82,1,7,43.5
523,83,0,1,36.5
523,84,0,2,46.5
523,85,0,3,49.5
523,86,0,4,50
523,87,1,5,47.5
523,88,0,1,43
523,89,0,2,48.5
523,90,0,3,52
523,91,0,4,58.5
523,92,0,5,54.5
523,93,1,6,54
523,94,0,1,47
523,95,0,2,45.5
523,96,0,3,42.5
523,97,0,4,50.5
523,98,0,5,43.5
523,99,0,6,44.5
523,100,0,7,46
524,1,0,1,45
524,2,0,2,49
524,3,0,3,54
524,4,0,4,47
524,5,0,5,56
524,6,0,6,52.5
524,7,1,7,55
524,8,0,1,50.5
524,9,0,2,52
524,10,0,3,42
524,11,0,4,31.5
524,12,1,5,39.5
524,13,0,1,40.5
524,14,0,2,39.5
524,15,0,3,42
524,16,0,4,41.5
524,17,0,5,40
524,18,0,6,35
524,19,1,7,40
524,20,0,1,44
524,21,0,2,45
524,22,0,3,50.5
524,23,0,4,46.5
524,24,0,5,52
524,25,0,6,50
524,26,0,7,48
524,27,0,7,54
524,28,0,7,56
524,29,0,7,51.5
524,30,0,7,44.5
524,31,1,7,41.5
524,32,0,1,54
524,33,0,2,50.5
524,34,0,3,46
524,35,0,4,46
524,36,0,5,38
524,37,1,6,39
524,38,0,1,39
524,39,0,2,35
524,40,0,3,36.5
524,41,1,4,39.5
524,42,0,1,46.5
524,43,1,2,47.5
524,44,0,1,47.5
524,45,0,2,52.5
524,46,0,3,50
524,47,0,4,48
524,48,0,5,50.5
524,49,0,6,52
524,50,1,7,46.5
524,51,0,1,47.5
524,52,0,2,40
524,53,1,3,43
524,54,0,1,47
524,55,0,2,44
524,56,0,3,49
524,57,0,4,57.5
524,58,0,5,51.5
524,59,1,6,46.5
524,60,0,1,50
524,61,0,2,44
524,62,0,3,53
524,63,0,4,50.5
524,64,0,5,48
524,65,0,6,51
524,66,0,7,50.5
524,67,0,7,51
524,68,1,7,62.5
524,69,0,1,58
524,70,0,2,62
524,71,0,3,53
524,72,0,4,52.5
524,73,0,5,55.5
524,74,0,6,48
524,75,1,7,45.5
524,76,0,1,45
524,77,0,2,50
524,78,0,3,47
524,79,0,4,50
524,80,1,5,41.5
524,81,0,1,50
524,82,0,2,43.5
524,83,0,3,36.5
524,84,0,4,46.5
524,85,0,5,49.5
524,86,1,6,50
524,87,0,1,47.5
524,88,0,2,43
524,89,0,3,48.5
524,90,0,4,52
524,91,0,5,58.5
524,92,0,6,54.5
524,93,0,7,54
524,94,1,7,47
524,95,0,1,45.5
524,96,0,2,42.5
524,97,0,3,50.5
524,98,0,4,43.5
524,99,0,5,44.5
524,100,0,6,46
525,1,1,7,45
525,2,0,1,49
525,3,0,2,54
525,4,0,3,47
525,5,0,4,56
525,6,0,5,52.5
525,7,0,6,55
525,8,0,7,50.5
525,9,1,7,52
525,10,0,1,42
525,11,0,2,31.5
525,12,0,3,39.5
525,13,0,4,40.5
525,14,1,5,39.5
525,15,0,1,42
525,16,0,2,41.5
525,17,0,3,40
525,18,0,4,35
525,19,0,5,40
525,20,1,6,44
525,21,0,1,45
525,22,0,2,50.5
525,23,0,3,46.5
525,24,0,4,52
525,25,0,5,50
525,26,0,6,48
525,27,0,7,54
525,28,1,7,56
525,29,0,1,51.5
525,30,0,2,44.5
525,31,1,3,41.5
525,32,0,1,54
525,33,0,2,50.5
525,34,0,3,46
525,35,1,4,46
525,36,0,1,38
525,37,0,2,39
525,38,0,3,39
525,39,1,4,35
525,40,0,1,36.5
525,41,0,2,39.5
525,42,0,3,46.5
525,43,0,4,47.5
525,44,0,5,47.5
525,45,0,6,52.5
525,46,0,7,50
525,47,0,7,48
525,48,1,7,50.5
525,49,0,1,52
525,50,0,2,46.5
525,51,1,3,47.5
525,52,0,1,40
525,53,0,2,43
525,54,0,3,47
525,55,0,4,44
525,56,0,5,49
525,57,0,6,57.5
525,58,0,7,51.5
525,59,1,7,46.5
525,60,0,1,50
525,61,0,2,44
525,62,0,3,53
525,63,0,4,50.5
525,64,0,5,48
525,65,0,6,51
525,66,1,7,50.5
525,67,0,1,51
525,68,0,2,62.5
525,69,0,3,58
525,70,0,4,62
525,71,0,5,53
525,72,0,6,52.5
525,73,0,7,55.5
525,74,1,7,48
525,75,0,1,45.5
525,76,0,2,45
525,77,0,3,50
525,78,1,4,47
525,79,0,1,50
525,80,0,2,41.5
525,81,1,3,50
525,82,0,1,43.5
525,83,0,2,36.5
525,84,0,3,46.5
525,85,0,4,49.5
525,86,0,5,50
525,87,0,6,47.5
525,88,1,7,43
525,89,0,1,48.5
525,90,0,2,52
525,91,0,3,58.5
525,92,0,4,54.5
525,93,0,5,54
525,94,0,6,47
525,95,0,7,45.5
525,96,1,7,42.5
525,97,0,1,50.5
525,98,0,2,43.5
525,99,0,3,44.5
525,100,0,4,46
526,1,0,2,45
526,2,1,3,49
526,3,0,1,54
526,4,0,2,47
526,5,0,3,56
526,6,0,4,52.5
526,7,0,5,55
526,8,0,6,50.5
526,9,0,7,52
526,10,1,7,42
